word,label,confidence,reason
अगल,correct spelling,high,in reference vocabulary
उनके,correct spelling,high,in reference vocabulary
मेन,correct spelling,high,in reference vocabulary
बोलते,correct spelling,high,in reference vocabulary
गारी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तुम्हें,correct spelling,high,in reference vocabulary
ठोक,correct spelling,high,in reference vocabulary
भाग,correct spelling,high,in reference vocabulary
जाएगी,correct spelling,high,in reference vocabulary
तुम,correct spelling,high,in reference vocabulary
बच्ची,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मतो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हमलोग,correct spelling,high,in reference vocabulary
अड्डा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बनाए,correct spelling,high,in reference vocabulary
पार्क,correct spelling,high,in reference vocabulary
गली,correct spelling,high,in reference vocabulary
यहाँ,correct spelling,high,in reference vocabulary
बकरी,correct spelling,high,in reference vocabulary
बकरियाँ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पालते,correct spelling,high,in reference vocabulary
बच्चें,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जन्म,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बकरियों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गाय,correct spelling,high,in reference vocabulary
बेबी,correct spelling,high,in reference vocabulary
डैली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
देखने,correct spelling,high,in reference vocabulary
खिलाते,correct spelling,high,in reference vocabulary
खास,correct spelling,high,in reference vocabulary
देने,correct spelling,high,in reference vocabulary
घास,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
छुप,correct spelling,high,in reference vocabulary
मैम,correct spelling,high,in reference vocabulary
नेटवर्क,correct spelling,high,in reference vocabulary
आच्छा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ओके,correct spelling,high,Known English loanword correctly transcribed in Devanagari
दिक्कत,correct spelling,high,in reference vocabulary
रहता,correct spelling,high,in reference vocabulary
इशु,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इशू,correct spelling,high,in reference vocabulary
कंटिन्यू,correct spelling,high,in reference vocabulary
हाँजी,correct spelling,high,in reference vocabulary
फैमिली,correct spelling,high,in reference vocabulary
ज,correct spelling,medium,"in reference vocabulary; single character, likely noise"
विवाह,correct spelling,high,in reference vocabulary
इस,correct spelling,high,in reference vocabulary
मुवी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रोना,correct spelling,high,in reference vocabulary
वजह,correct spelling,high,in reference vocabulary
हिरोइन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बाप,correct spelling,high,in reference vocabulary
मर,correct spelling,high,in reference vocabulary
चुके,correct spelling,high,in reference vocabulary
चाचा,correct spelling,high,in reference vocabulary
चाची,correct spelling,high,in reference vocabulary
ओ,correct spelling,medium,"in reference vocabulary; single character, likely noise"
तरसते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उनसे,correct spelling,high,in reference vocabulary
प्यार,correct spelling,high,in reference vocabulary
पाने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बेटी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
काले,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रंग,correct spelling,high,in reference vocabulary
जलती,correct spelling,high,in reference vocabulary
हैतो,correct spelling,high,in reference vocabulary
शादी,correct spelling,high,in reference vocabulary
होने,correct spelling,high,in reference vocabulary
मंगलकृत्य,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उसी,correct spelling,high,in reference vocabulary
हीरोइन,correct spelling,high,in reference vocabulary
बहन,correct spelling,high,in reference vocabulary
बचाने,correct spelling,high,in reference vocabulary
कहते,correct spelling,high,in reference vocabulary
बचा,correct spelling,high,in reference vocabulary
आते,correct spelling,high,in reference vocabulary
जाता,correct spelling,high,in reference vocabulary
छोटी,correct spelling,high,in reference vocabulary
बदन,correct spelling,high,in reference vocabulary
जल,correct spelling,high,in reference vocabulary
मेडिकल,correct spelling,high,in reference vocabulary
आंखों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सामने,correct spelling,high,in reference vocabulary
देखा,correct spelling,high,in reference vocabulary
रियलाइज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लड़की,correct spelling,high,in reference vocabulary
गलत,correct spelling,high,in reference vocabulary
विदाई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
घट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खुब,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खूबसूरत,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जलते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पूरा,correct spelling,high,in reference vocabulary
सीन,correct spelling,high,in reference vocabulary
देखकर,correct spelling,high,in reference vocabulary
ओजो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हीरो,correct spelling,high,in reference vocabulary
उम्मपीछे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साइड,correct spelling,high,in reference vocabulary
कौन,correct spelling,high,in reference vocabulary
